customerID,Service Line,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod
6474-FVJLC,Consulting,No,No,2,Month-to-month,Yes,Electronic check
3776-EKTKM,EA,No,No,1,Month-to-month,Yes,Electronic check
7036-ZZKBD,Tax,Yes,No,31,Month-to-month,Yes,Credit card (automatic)
6696-YDAYZ,Advisory,Yes,Yes,16,Two year,No,Mailed check
6040-CGACY,Audit,No,No,15,Month-to-month,No,Mailed check
3006-XIMLN,Consulting,No,Yes,2,Month-to-month,Yes,Bank transfer (automatic)
7668-XCFYV,EA,Yes,No,17,Month-to-month,Yes,Electronic check
6101-IMRMM,Tax,No,Yes,6,Month-to-month,No,Mailed check
7839-NUIAA,Advisory,Yes,Yes,61,Month-to-month,No,Electronic check
7302-ZHMHP,Audit,No,No,1,Month-to-month,No,Mailed check
7661-CPURM,Consulting,No,No,19,One year,Yes,Credit card (automatic)
5583-EJXRD,EA,Yes,Yes,44,Two year,Yes,Credit card (automatic)
7055-JCGNI,Tax,No,No,70,Two year,Yes,Credit card (automatic)
8946-BFWSG,Advisory,Yes,Yes,63,Two year,No,Mailed check
7636-PEPNS,Audit,Yes,Yes,58,One year,Yes,Mailed check
7619-PLRLP,Consulting,Yes,No,53,One year,No,Bank transfer (automatic)
2478-EEWWM,EA,Yes,No,59,Month-to-month,Yes,Electronic check
6305-YLBMM,Tax,No,No,69,One year,Yes,Bank transfer (automatic)
4429-WYGFR,Advisory,No,No,26,Month-to-month,No,Bank transfer (automatic)
6064-PUPMC,Audit,Yes,Yes,23,One year,No,Credit card (automatic)
1097-FSPVW,Consulting,No,No,42,Month-to-month,No,Credit card (automatic)
9058-CBREO,EA,No,No,1,Month-to-month,No,Mailed check
9239-ZBZZV,Tax,No,No,6,Month-to-month,Yes,Electronic check
9084-OAYKL,Advisory,No,No,58,Two year,No,Mailed check
5299-SJCZT,Audit,No,No,3,Month-to-month,Yes,Bank transfer (automatic)
5231-FIQPA,Consulting,No,No,41,Two year,Yes,Mailed check
7670-ZBPOQ,EA,Yes,No,58,One year,Yes,Bank transfer (automatic)
8749-JMNKX,Tax,Yes,No,51,Month-to-month,Yes,Bank transfer (automatic)
2067-QYTCF,Advisory,Yes,No,64,Month-to-month,Yes,Electronic check
3129-AAQOU,Audit,Yes,Yes,19,Two year,No,Mailed check
1036-GUDCL,Consulting,Yes,Yes,60,Month-to-month,Yes,Credit card (automatic)
5375-XLDOF,EA,Yes,Yes,69,Two year,Yes,Bank transfer (automatic)
3191-CSNMG,Tax,Yes,Yes,3,Month-to-month,Yes,Electronic check
3874-EQOEP,Advisory,No,No,7,Month-to-month,No,Mailed check
7517-SAWMO,Audit,Yes,No,19,Month-to-month,Yes,Electronic check
2609-IAICY,Consulting,No,No,1,Month-to-month,Yes,Electronic check
2632-TACXW,EA,Yes,No,62,Two year,No,Bank transfer (automatic)
3334-CTHOL,Tax,No,No,1,Month-to-month,Yes,Bank transfer (automatic)
6513-EECDB,Advisory,Yes,No,1,Month-to-month,Yes,Electronic check
4945-RVMTE,Audit,No,No,28,Month-to-month,Yes,Bank transfer (automatic)
9589-ABEPT,Consulting,Yes,No,69,Two year,Yes,Mailed check
4248-HCETZ,EA,Yes,No,30,Month-to-month,Yes,Mailed check
1862-SKORY,Tax,Yes,No,40,Month-to-month,Yes,Electronic check
1135-LMECX,Advisory,No,No,1,Month-to-month,No,Mailed check
7881-INRLC,Audit,No,No,45,Month-to-month,Yes,Credit card (automatic)
7163-OCEQI,Consulting,Yes,Yes,22,One year,Yes,Mailed check
7634-HLQJR,EA,Yes,Yes,47,Two year,No,Credit card (automatic)
4986-MXSFP,Tax,No,No,2,Month-to-month,Yes,Mailed check
8066-POXGX,Advisory,No,No,13,Month-to-month,Yes,Electronic check
5025-GOOKI,Audit,No,No,20,Month-to-month,Yes,Credit card (automatic)
6425-JWTDV,Consulting,Yes,No,48,Two year,No,Mailed check
8402-EIVQS,EA,Yes,No,67,One year,Yes,Credit card (automatic)
1325-USMEC,Tax,Yes,No,70,Two year,Yes,Credit card (automatic)
4049-ZPALD,Advisory,Yes,No,64,Two year,Yes,Bank transfer (automatic)
6393-WRYZE,Audit,Yes,No,34,Month-to-month,Yes,Electronic check
1971-DTCZB,Consulting,Yes,No,72,Two year,Yes,Bank transfer (automatic)
1684-FLBGS,EA,Yes,Yes,23,Month-to-month,Yes,Credit card (automatic)
7508-SMHXL,Tax,No,No,15,Month-to-month,No,Credit card (automatic)
8429-XIBUM,Advisory,No,No,22,Month-to-month,Yes,Bank transfer (automatic)
6061-GWWAV,Audit,No,Yes,41,One year,No,Mailed check
5680-LQOGP,Consulting,No,No,68,Two year,Yes,Credit card (automatic)
6050-IJRHS,EA,Yes,Yes,70,One year,Yes,Electronic check
0363-SVHYR,Tax,Yes,Yes,71,Two year,No,Bank transfer (automatic)
6997-UVGOX,Advisory,Yes,Yes,71,Two year,No,Bank transfer (automatic)
5858-EAFCZ,Audit,No,No,1,Month-to-month,No,Mailed check
3583-EKAPL,Consulting,No,No,1,Month-to-month,Yes,Electronic check
7764-BDPEE,EA,No,Yes,3,Month-to-month,No,Mailed check
1685-BQULA,Tax,No,No,40,Month-to-month,Yes,Bank transfer (automatic)
3329-WDIOK,Advisory,No,No,3,Month-to-month,Yes,Electronic check
1240-HCBOH,Audit,No,No,67,Two year,Yes,Mailed check
2122-YWVYA,Consulting,No,No,18,Month-to-month,Yes,Electronic check
2164-SOQXL,EA,Yes,Yes,20,Month-to-month,No,Mailed check
9306-CPCBC,Tax,No,No,3,Month-to-month,Yes,Electronic check
8975-SKGRX,Advisory,Yes,No,71,Two year,Yes,Bank transfer (automatic)
2894-QOJRX,Audit,Yes,No,25,Month-to-month,Yes,Bank transfer (automatic)
8189-XRIKE,Consulting,No,No,32,Month-to-month,No,Electronic check
0506-YLVKJ,EA,Yes,Yes,46,Two year,Yes,Mailed check
2007-QVGAW,Tax,Yes,Yes,68,Two year,Yes,Bank transfer (automatic)
0253-ZTEOB,Advisory,Yes,Yes,48,Two year,No,Electronic check
4629-NRXKX,Audit,Yes,Yes,2,Month-to-month,No,Electronic check
8268-YDIXR,Consulting,Yes,No,56,One year,Yes,Electronic check
1569-TTNYJ,EA,Yes,No,5,Month-to-month,Yes,Electronic check
4090-KPJIP,Tax,No,No,3,Month-to-month,Yes,Electronic check
5312-IRCFR,Advisory,Yes,Yes,64,One year,Yes,Electronic check
9224-VTYID,Audit,Yes,Yes,47,Two year,Yes,Mailed check
3796-ENZGF,Consulting,Yes,No,63,Two year,No,Mailed check
0098-BOWSO,EA,No,No,27,Month-to-month,Yes,Electronic check
1732-VHUBQ,Tax,Yes,Yes,47,Month-to-month,No,Bank transfer (automatic)
5075-JSDKI,Advisory,No,No,59,Two year,No,Electronic check
0620-XEFWH,Audit,Yes,Yes,4,Month-to-month,No,Mailed check
0164-APGRB,Consulting,No,No,72,Two year,Yes,Electronic check
9987-LUTYD,EA,No,No,13,One year,No,Mailed check
5067-XJQFU,Tax,Yes,Yes,66,One year,Yes,Electronic check
6223-DHJGV,Advisory,No,No,42,One year,Yes,Mailed check
0114-RSRRW,Audit,Yes,No,10,Month-to-month,Yes,Bank transfer (automatic)
2656-FMOKZ,Consulting,No,No,15,Month-to-month,Yes,Mailed check
6568-POCUI,EA,Yes,No,45,Two year,Yes,Credit card (automatic)
7445-WMRBW,Tax,No,No,48,One year,Yes,Bank transfer (automatic)
2209-XADXF,Advisory,No,No,1,Month-to-month,No,Bank transfer (automatic)
2523-EWWZL,Audit,Yes,No,27,Month-to-month,Yes,Electronic check
4903-UYAVB,Consulting,Yes,No,5,Month-to-month,No,Mailed check
2294-SALNE,EA,Yes,Yes,23,One year,No,Mailed check
2460-NGXBJ,Tax,Yes,Yes,11,Month-to-month,Yes,Credit card (automatic)
4238-JSSWH,Advisory,Yes,No,35,Month-to-month,No,Bank transfer (automatic)
6352-GIGGQ,Audit,No,No,67,One year,Yes,Bank transfer (automatic)
5524-KHNJP,Consulting,Yes,Yes,33,One year,No,Credit card (automatic)
9127-FHJBZ,EA,Yes,Yes,72,Two year,Yes,Electronic check
1360-XFJMR,Tax,Yes,No,67,One year,Yes,Credit card (automatic)
6147-CBCRA,Advisory,Yes,No,33,Month-to-month,No,Mailed check
4565-EVZMJ,Audit,No,No,47,One year,Yes,Mailed check
0011-IGKFF,Consulting,Yes,No,13,Month-to-month,Yes,Electronic check
7989-VCQOH,EA,Yes,Yes,18,Month-to-month,No,Electronic check
0378-CJKPV,Tax,Yes,No,72,Two year,No,Credit card (automatic)
8999-BOHSE,Advisory,No,No,11,Month-to-month,No,Bank transfer (automatic)
5533-NHFRF,Audit,No,No,7,Month-to-month,Yes,Electronic check
6627-CFOSN,Consulting,No,No,59,Month-to-month,Yes,Bank transfer (automatic)
1641-RQDAY,EA,Yes,Yes,32,Month-to-month,Yes,Electronic check
2143-LJULT,Tax,Yes,No,67,Two year,Yes,Credit card (automatic)
1142-IHLOO,Advisory,No,No,51,One year,No,Credit card (automatic)
2931-VUVJN,Audit,Yes,No,59,One year,Yes,Electronic check
1116-FRYVH,Consulting,Yes,Yes,48,Two year,No,Mailed check
8051-HJRLT,EA,No,No,1,Month-to-month,Yes,Electronic check
9347-AERRL,Tax,Yes,No,23,One year,No,Credit card (automatic)
2037-SGXHH,Advisory,Yes,Yes,38,Month-to-month,Yes,Electronic check
8748-HFWBO,Audit,Yes,Yes,19,One year,No,Mailed check
7576-OYWBN,Consulting,No,No,3,Month-to-month,Yes,Electronic check
2675-DHUTR,EA,Yes,No,58,Month-to-month,Yes,Electronic check
6844-DZKRF,Tax,No,No,2,Month-to-month,Yes,Credit card (automatic)
0867-LDTTC,Advisory,No,No,5,Month-to-month,No,Bank transfer (automatic)
0019-EFAEP,Audit,No,No,72,Two year,Yes,Bank transfer (automatic)
6689-VRRTK,Consulting,No,No,44,One year,Yes,Credit card (automatic)
2332-EFBJY,EA,No,No,16,Month-to-month,Yes,Mailed check
5311-IHLEI,Tax,No,No,12,Month-to-month,Yes,Bank transfer (automatic)
2990-HWIML,Advisory,No,No,6,Month-to-month,Yes,Electronic check
7134-HBPBS,Audit,No,No,72,Two year,Yes,Bank transfer (automatic)
6510-UPNKS,Consulting,No,No,23,One year,No,Credit card (automatic)
9565-JSNFM,EA,No,No,38,One year,Yes,Bank transfer (automatic)
3946-JEWRQ,Tax,Yes,No,47,One year,Yes,Credit card (automatic)
8540-ZQGEA,Advisory,Yes,No,54,Two year,No,Credit card (automatic)
7718-RXDGG,Audit,Yes,No,15,Month-to-month,Yes,Bank transfer (automatic)
5609-CEBID,Consulting,No,No,20,Month-to-month,Yes,Electronic check
7916-VCCPB,EA,Yes,Yes,16,Month-to-month,No,Bank transfer (automatic)
6457-GIRWB,Tax,No,No,1,Month-to-month,Yes,Electronic check
6366-ZGQGL,Advisory,No,No,1,Month-to-month,No,Bank transfer (automatic)
5310-NOOVA,Audit,No,No,46,Two year,No,Electronic check
0727-BNRLG,Consulting,No,No,69,Two year,Yes,Credit card (automatic)
6172-FECYY,EA,Yes,Yes,49,Month-to-month,No,Electronic check
5944-UGLLK,Tax,No,No,53,One year,No,Credit card (automatic)
1015-JPFYW,Advisory,No,Yes,7,One year,No,Mailed check
3982-XWFZQ,Audit,Yes,No,42,Month-to-month,Yes,Electronic check
4316-XCSLJ,Consulting,No,Yes,17,Month-to-month,Yes,Mailed check
9050-IKDZA,EA,No,No,2,Month-to-month,No,Mailed check
6728-DKUCO,Tax,Yes,Yes,72,One year,Yes,Electronic check
0536-BGFMZ,Advisory,Yes,No,28,Month-to-month,No,Mailed check
8992-JQYUN,Audit,Yes,No,1,Month-to-month,Yes,Electronic check
3540-RZJYU,Consulting,No,No,15,Month-to-month,No,Electronic check
5481-NTDOH,EA,Yes,No,67,One year,Yes,Credit card (automatic)
0897-FEGMU,Tax,Yes,No,11,Month-to-month,Yes,Electronic check
2530-FMFXO,Advisory,Yes,Yes,56,Two year,Yes,Electronic check
8467-WYNSR,Audit,No,No,22,Month-to-month,No,Mailed check
4976-LNFVV,Consulting,Yes,No,19,Month-to-month,Yes,Credit card (automatic)
1051-EQPZR,EA,Yes,Yes,44,Month-to-month,No,Mailed check
4307-KWMXE,Tax,No,No,10,Month-to-month,No,Electronic check
1769-GRUIK,Advisory,No,No,18,Month-to-month,Yes,Electronic check
4774-HHGGS,Audit,Yes,No,30,Two year,No,Mailed check
4501-VCPFK,Consulting,No,No,26,Month-to-month,No,Electronic check
5089-IFSDP,EA,Yes,No,58,Two year,Yes,Bank transfer (automatic)
9526-BIHHD,Tax,No,No,1,Month-to-month,No,Mailed check
5174-RNGBH,Advisory,No,No,9,Month-to-month,No,Mailed check
3696-XRIEN,Audit,No,No,50,One year,Yes,Credit card (automatic)
6174-NRBTZ,Consulting,No,No,46,One year,Yes,Bank transfer (automatic)
8660-BUETV,EA,No,No,3,Month-to-month,No,Mailed check
1596-OQSPS,Tax,No,No,11,Month-to-month,No,Electronic check
7147-AYBAA,Advisory,No,No,37,Month-to-month,Yes,Mailed check
0156-FVPTA,Audit,Yes,No,22,Month-to-month,Yes,Electronic check
3873-WOSBC,Consulting,Yes,No,67,Two year,No,Credit card (automatic)
8048-DSDFQ,EA,No,No,1,Month-to-month,No,Mailed check
5939-XAIXZ,Tax,No,No,19,Month-to-month,Yes,Mailed check
0709-TVGUR,Advisory,No,No,9,Month-to-month,Yes,Electronic check
4686-GEFRM,Audit,Yes,No,70,Two year,Yes,Bank transfer (automatic)
1845-ZLLIG,Consulting,No,No,1,Month-to-month,Yes,Mailed check
8350-NYMVI,EA,No,No,39,Month-to-month,No,Bank transfer (automatic)
5028-GZLDO,Tax,No,No,2,Month-to-month,No,Credit card (automatic)
1125-SNVCK,Advisory,No,No,49,Month-to-month,No,Mailed check
7319-VENRZ,Audit,No,No,7,Month-to-month,No,Bank transfer (automatic)
3165-HDOEW,Consulting,Yes,Yes,1,Month-to-month,Yes,Mailed check
1095-WGNGG,EA,Yes,No,61,Two year,Yes,Bank transfer (automatic)
6959-UWKHF,Tax,No,No,1,Month-to-month,Yes,Electronic check
0093-EXYQL,Advisory,No,No,40,Month-to-month,Yes,Electronic check
3612-YVGSJ,Audit,Yes,No,71,Two year,Yes,Credit card (automatic)
8565-CLBZW,Consulting,No,No,24,Month-to-month,Yes,Mailed check
8967-SZQAS,EA,No,No,14,Month-to-month,No,Electronic check
7789-CRUVC,Tax,Yes,No,61,Month-to-month,Yes,Credit card (automatic)
0134-XWXCE,Advisory,No,No,44,One year,No,Bank transfer (automatic)
0505-SPOOW,Audit,Yes,No,70,Two year,No,Bank transfer (automatic)
7801-KICAO,Consulting,No,No,18,Month-to-month,Yes,Electronic check
7603-USHJS,EA,No,Yes,12,Month-to-month,Yes,Credit card (automatic)
9659-ZTWSM,Tax,Yes,No,66,One year,Yes,Bank transfer (automatic)
8434-VGEQQ,Advisory,Yes,Yes,61,Two year,No,Credit card (automatic)
7621-VPNET,Audit,Yes,No,42,Month-to-month,Yes,Credit card (automatic)
1732-FEKLD,Consulting,No,No,54,One year,Yes,Bank transfer (automatic)
3195-TQDZX,EA,No,No,3,Month-to-month,Yes,Electronic check
1122-YJBCS,Tax,Yes,No,69,One year,Yes,Credit card (automatic)
6184-DYUOB,Advisory,Yes,No,3,Month-to-month,Yes,Mailed check
6711-FLDFB,Audit,No,No,7,Month-to-month,Yes,Electronic check
5821-MMEIL,Consulting,Yes,No,57,Two year,No,Bank transfer (automatic)
9685-WKZGT,EA,No,No,14,Month-to-month,Yes,Electronic check
4905-JEFDW,Tax,No,No,11,One year,Yes,Electronic check
6260-XLACS,Advisory,No,No,4,One year,No,Mailed check
8597-CWYHH,Audit,No,No,43,One year,No,Mailed check
3658-QQJYD,Consulting,No,No,62,One year,Yes,Credit card (automatic)
2180-DXNEG,EA,No,No,12,Month-to-month,Yes,Electronic check
7266-GSSJX,Tax,Yes,Yes,11,Month-to-month,Yes,Electronic check
5438-QMDDL,Advisory,Yes,No,19,Month-to-month,Yes,Mailed check
4393-RYCRE,Audit,No,No,44,One year,Yes,Electronic check
7072-MBHEV,Consulting,Yes,Yes,11,Month-to-month,Yes,Credit card (automatic)
9675-ICXCT,EA,Yes,Yes,72,Two year,Yes,Electronic check
6680-NENYN,Tax,No,No,43,Two year,Yes,Electronic check
1449-XQEMT,Advisory,No,No,3,Month-to-month,Yes,Mailed check
6458-CYIDZ,Audit,No,No,5,Month-to-month,No,Electronic check
1142-WACZW,Consulting,No,No,2,Month-to-month,No,Bank transfer (automatic)
3301-VKTGC,EA,Yes,Yes,68,One year,Yes,Bank transfer (automatic)
5244-IRFIH,Tax,Yes,No,33,Month-to-month,Yes,Electronic check
4718-DHSMV,Advisory,No,No,11,Month-to-month,Yes,Mailed check
1891-FZYSA,Audit,Yes,No,69,Month-to-month,Yes,Electronic check
1469-LBJQJ,Consulting,Yes,No,66,Month-to-month,Yes,Electronic check
4115-BNPJY,EA,Yes,Yes,29,Two year,No,Mailed check
4608-LCIMN,Tax,Yes,Yes,8,Month-to-month,No,Bank transfer (automatic)
5456-ITGIC,Advisory,Yes,No,72,Two year,Yes,Credit card (automatic)
1767-TGTKO,Audit,Yes,Yes,8,Month-to-month,Yes,Electronic check
2325-WINES,Consulting,No,No,32,One year,Yes,Credit card (automatic)
8129-GMVGI,EA,Yes,Yes,56,Two year,No,Mailed check
0940-OUQEC,Tax,No,No,10,Month-to-month,Yes,Bank transfer (automatic)
2348-KCJLT,Advisory,Yes,No,44,One year,Yes,Mailed check
0461-CVKMU,Audit,Yes,Yes,23,Month-to-month,No,Electronic check
1215-VFYVK,Consulting,No,No,4,Month-to-month,No,Mailed check
4072-IPYLT,EA,Yes,Yes,36,Month-to-month,No,Credit card (automatic)
6173-ITPWD,Tax,Yes,No,47,Month-to-month,Yes,Bank transfer (automatic)
7389-KBFIT,Advisory,Yes,Yes,2,Month-to-month,Yes,Mailed check
0731-EBJQB,Audit,Yes,Yes,52,One year,Yes,Electronic check
7330-WZLNC,Consulting,No,No,5,Month-to-month,Yes,Electronic check
9055-MOJJJ,EA,Yes,Yes,64,One year,No,Mailed check
9992-UJOEL,Tax,No,No,2,Month-to-month,Yes,Mailed check
8388-DMKAE,Advisory,No,No,8,Two year,No,Mailed check
2619-WFQWU,Audit,No,No,1,Month-to-month,Yes,Mailed check
7851-FLGGQ,Consulting,No,No,1,Month-to-month,Yes,Mailed check
7139-JZFVG,EA,Yes,Yes,60,Two year,No,Bank transfer (automatic)
3771-PZOBW,Tax,No,No,20,Month-to-month,Yes,Credit card (automatic)
3733-ZEECP,Advisory,Yes,Yes,22,Month-to-month,Yes,Electronic check
4906-ZHGPK,Audit,Yes,Yes,54,One year,Yes,Electronic check
7439-DKZTW,Consulting,No,No,1,Month-to-month,Yes,Electronic check
2592-HODOV,EA,No,No,13,One year,No,Credit card (automatic)
7826-VVKWT,Tax,Yes,Yes,24,Two year,Yes,Electronic check
1658-TJVOA,Advisory,No,No,6,Month-to-month,Yes,Electronic check
2439-LYPMQ,Audit,Yes,No,38,Month-to-month,Yes,Electronic check
7596-LDUXP,Consulting,No,No,12,One year,Yes,Credit card (automatic)
4524-QCSSM,EA,No,No,26,Month-to-month,Yes,Bank transfer (automatic)
7816-VGHTO,Tax,Yes,Yes,6,Two year,No,Mailed check
3092-IGHWF,Advisory,Yes,Yes,67,One year,No,Electronic check
6646-QVXLR,Audit,Yes,No,62,One year,Yes,Electronic check
9074-KGVOX,Consulting,Yes,Yes,50,Month-to-month,Yes,Credit card (automatic)
5360-XGYAZ,EA,Yes,Yes,72,Two year,Yes,Bank transfer (automatic)
0354-WYROK,Tax,Yes,Yes,31,Month-to-month,Yes,Electronic check
9778-OGKQZ,Advisory,Yes,No,72,Two year,Yes,Credit card (automatic)
4139-JPIAM,Audit,No,No,51,Month-to-month,Yes,Credit card (automatic)
3727-JEZTU,Consulting,No,No,1,Month-to-month,No,Mailed check
3882-IYOIJ,EA,Yes,Yes,60,Two year,No,Credit card (automatic)
4335-UPJSI,Tax,No,Yes,24,Two year,No,Mailed check
7760-OYPDY,Advisory,No,No,2,Month-to-month,Yes,Electronic check
7786-WBJYI,Audit,No,No,4,Month-to-month,No,Bank transfer (automatic)
4102-HLENU,Consulting,Yes,No,67,Two year,No,Mailed check
7718-UPSKJ,EA,Yes,No,69,One year,Yes,Credit card (automatic)
4110-PFEUZ,Tax,No,No,1,Month-to-month,No,Mailed check
3768-VHXQO,Advisory,Yes,No,67,Two year,No,Credit card (automatic)
3027-ZTDHO,Audit,No,No,1,Month-to-month,Yes,Electronic check
4833-QTJNO,Consulting,Yes,No,67,Month-to-month,No,Bank transfer (automatic)
0141-YEAYS,EA,No,No,27,Month-to-month,Yes,Bank transfer (automatic)
9822-WMWVG,Tax,No,No,41,Month-to-month,Yes,Electronic check
3612-YUNGG,Advisory,Yes,Yes,64,Two year,Yes,Credit card (automatic)
7665-TOALD,Audit,No,No,1,Month-to-month,Yes,Electronic check
5027-XWQHA,Consulting,No,No,6,Month-to-month,No,Electronic check
9443-JUBUO,EA,Yes,Yes,72,Two year,Yes,Credit card (automatic)
2325-ZUSFD,Tax,Yes,Yes,57,One year,Yes,Bank transfer (automatic)
6953-PBDIN,Advisory,Yes,No,70,Two year,No,Bank transfer (automatic)
3247-ZVOUO,Audit,Yes,No,10,Month-to-month,No,Electronic check
6629-CZTTH,Consulting,No,No,1,Month-to-month,Yes,Mailed check
2176-LVPNX,EA,No,No,71,Two year,No,Mailed check
9505-SQFSW,Tax,Yes,Yes,3,Month-to-month,No,Mailed check
1705-GUHPV,Advisory,No,No,63,Two year,No,Mailed check
7978-DKUQH,Audit,Yes,No,25,Month-to-month,Yes,Electronic check
7608-RGIRO,Consulting,No,Yes,62,Two year,Yes,Mailed check
3807-BPOMJ,EA,Yes,No,55,One year,Yes,Electronic check
1960-UOTYM,Tax,Yes,Yes,52,Two year,No,Electronic check
9560-ARGQJ,Advisory,No,Yes,16,Month-to-month,Yes,Electronic check
5294-DMSFH,Audit,Yes,Yes,29,Month-to-month,Yes,Credit card (automatic)
2485-ITVKB,Consulting,Yes,No,2,Month-to-month,Yes,Electronic check
7967-HYCDE,EA,No,No,8,Month-to-month,No,Bank transfer (automatic)
2135-DQWAQ,Tax,No,No,5,Month-to-month,Yes,Mailed check
5396-IZEPB,Advisory,No,No,9,Month-to-month,No,Credit card (automatic)
6022-UGGSO,Audit,No,No,32,Month-to-month,Yes,Electronic check
7971-HLVXI,Consulting,Yes,Yes,72,Two year,Yes,Credit card (automatic)
7021-XSNYE,EA,Yes,Yes,7,Two year,No,Credit card (automatic)
1986-PHGZF,Tax,No,No,18,Month-to-month,Yes,Credit card (automatic)
5118-MUEYH,Advisory,Yes,No,48,Month-to-month,Yes,Credit card (automatic)
3841-NFECX,Audit,Yes,No,71,Two year,Yes,Credit card (automatic)
3494-JCHRQ,Consulting,No,No,1,Month-to-month,Yes,Electronic check
5440-VHLUL,EA,No,No,69,One year,Yes,Bank transfer (automatic)
3154-HMWUU,Tax,Yes,No,60,Two year,Yes,Bank transfer (automatic)
0616-ATFGB,Advisory,Yes,No,1,Month-to-month,No,Electronic check
2607-FBDFF,Audit,No,No,1,Month-to-month,No,Credit card (automatic)
3717-LNXKW,Consulting,Yes,No,38,Month-to-month,No,Bank transfer (automatic)
1336-EZFZY,EA,No,No,4,Month-to-month,No,Mailed check
7954-MLBUN,Tax,No,No,31,Two year,No,Bank transfer (automatic)
6646-JPPHA,Advisory,No,No,14,Month-to-month,No,Electronic check
0013-SMEOE,Audit,Yes,No,71,Two year,Yes,Bank transfer (automatic)
9878-TNQGW,Consulting,No,No,2,Month-to-month,Yes,Electronic check
9777-IQHWP,EA,Yes,Yes,64,Two year,No,Bank transfer (automatic)
0570-BFQHT,Tax,No,No,9,Month-to-month,No,Electronic check
5285-MVEHD,Advisory,Yes,No,56,One year,Yes,Credit card (automatic)
9093-FPDLG,Audit,No,No,11,Month-to-month,Yes,Electronic check
2848-YXSMW,Consulting,Yes,Yes,72,Two year,No,Credit card (automatic)
0970-QXPXW,EA,No,No,1,Month-to-month,No,Mailed check
2522-AHJXR,Tax,Yes,No,60,Month-to-month,Yes,Bank transfer (automatic)
9373-WSLOY,Advisory,Yes,No,33,Month-to-month,Yes,Electronic check
4277-BWBML,Audit,Yes,Yes,72,Two year,No,Bank transfer (automatic)
6156-UZDLF,Consulting,No,No,26,One year,Yes,Credit card (automatic)
0378-TOVMS,EA,No,No,3,Month-to-month,No,Electronic check
2436-QBZFP,Tax,Yes,Yes,22,Month-to-month,No,Electronic check
3402-XRIUO,Advisory,Yes,No,22,Month-to-month,Yes,Mailed check
4929-BSTRX,Audit,No,No,1,Month-to-month,Yes,Mailed check
0285-INHLN,Consulting,Yes,Yes,27,Month-to-month,Yes,Credit card (automatic)
4501-EQDRN,EA,No,No,1,Month-to-month,No,Bank transfer (automatic)
0337-CNPZE,Tax,No,No,41,Month-to-month,Yes,Electronic check
2272-QAGFO,Advisory,No,No,14,Month-to-month,Yes,Electronic check
5027-QPKTE,Audit,Yes,No,7,Month-to-month,Yes,Electronic check
5423-BHIXO,Consulting,No,No,32,Month-to-month,Yes,Electronic check
1338-CECEE,EA,Yes,Yes,41,One year,No,Bank transfer (automatic)
2718-GAXQD,Tax,Yes,Yes,4,Month-to-month,No,Electronic check
4521-WFJAI,Advisory,No,No,56,Two year,Yes,Bank transfer (automatic)
3336-JORSO,Audit,No,No,33,Month-to-month,Yes,Electronic check
5485-WUYWF,Consulting,No,No,2,Month-to-month,No,Bank transfer (automatic)
8868-WOZGU,EA,No,No,28,Month-to-month,Yes,Electronic check
7246-ZGQDF,Tax,No,Yes,1,Month-to-month,No,Electronic check
2967-MXRAV,Advisory,Yes,Yes,1,One year,No,Mailed check
4512-ZUIYL,Audit,No,No,2,Month-to-month,No,Bank transfer (automatic)
8361-LTMKD,Consulting,Yes,No,4,Month-to-month,Yes,Mailed check
2697-NQBPF,EA,No,No,34,Month-to-month,Yes,Electronic check
6872-HXFNF,Tax,Yes,No,64,One year,No,Bank transfer (automatic)
1386-ZIKUV,Advisory,No,No,7,Month-to-month,Yes,Mailed check
2330-PQGDQ,Audit,Yes,Yes,51,One year,No,Bank transfer (automatic)
1930-BZLHI,Consulting,No,No,21,One year,Yes,Mailed check
2999-AANRQ,EA,No,No,21,Two year,No,Credit card (automatic)
5198-EFNBM,Tax,Yes,No,57,One year,Yes,Electronic check
8185-UPYBR,Advisory,Yes,No,6,Month-to-month,Yes,Electronic check
5780-INQIK,Audit,No,No,8,Month-to-month,No,Electronic check
6791-YBNAK,Consulting,Yes,Yes,18,Month-to-month,No,Credit card (automatic)
5931-FLJJF,EA,Yes,No,7,Month-to-month,Yes,Mailed check
6131-FOYAS,Tax,No,No,35,Month-to-month,Yes,Electronic check
5985-TBABQ,Advisory,No,No,32,One year,No,Mailed check
4998-IKFSE,Audit,No,No,30,Month-to-month,No,Electronic check
0980-FEXWF,Consulting,Yes,Yes,26,One year,No,Mailed check
6075-SLNIL,EA,No,No,38,Month-to-month,Yes,Credit card (automatic)
7279-BUYWN,Tax,No,No,41,Month-to-month,Yes,Electronic check
5337-IIWKZ,Advisory,Yes,Yes,34,Month-to-month,Yes,Electronic check
3605-JISKB,Audit,Yes,No,55,One year,No,Credit card (automatic)
2267-WTPYD,Consulting,Yes,No,57,Month-to-month,No,Credit card (automatic)
6797-UCJHZ,EA,Yes,No,66,One year,No,Credit card (automatic)
2716-GFZOR,Tax,Yes,No,43,Month-to-month,Yes,Credit card (automatic)
5393-HJZSM,Advisory,Yes,Yes,32,Month-to-month,No,Bank transfer (automatic)
8203-XJZRC,Audit,No,No,1,Month-to-month,No,Mailed check
